Price,Area,Bedrooms,Bathrooms,Property_Type,Furnishing,Latitude,Longitude,Locality,Nearest_Hospital_km,Nearest_School_km,Nearest_Metro_km,Nearest_Bus_Stop_km,Nearest_Park_km,Nearest_Mall_km,Crime_Rate,Population_Density,Literacy_Rate,Household_Count,AQI,PM2.5,PM10,Price_Per_Sqft,Price_Per_Sqft_Outlier,Price_Tier,Is_Well_Connected,Amenity_Access_Score,Price_vs_Locality_Median_Pct,Price_Outlier
23000000,945,2,2,Apartment,Unfurnished,19.20595741,72.87180328,Kandivali,2.7324810922769336,1.1058565427168612,5.520428809075067,0.9845921271259656,3.729686505748252,3.3246850380435946,162.5668449197861,23814.3880985301,88.47195178116786,2100000.0,148.4192224732573,70.72368698163339,110.32950913476716,24338.624338624337,False,Luxury,0,14.4,23.3,False
8700000,1124,2,2,Apartment,Semi-Furnished,19.26209068,73.14604187,Kalyan,2.058953502870493,2.503446950439176,10.190233733603966,0.5831216491191478,1.927088281674617,4.76383469407073,106.3063063063063,9911.613679845326,88.61286459113535,2400000.0,119.14264172796295,52.37714167046901,95.65477503780149,7740.213523131672,False,Mid-Range,0,16.6,7.1,False
6800000,655,1,2,Apartment,Unfurnished,19.26703453,72.871315,Mira Road,1.9620126905306488,2.35076498400586,6.177459033617466,1.4291479674590666,2.7482599802784824,3.289333083363567,106.3063063063063,9842.271690826125,87.95563124785903,2400000.0,129.74779701756705,52.76550945006369,91.879964362542,10381.679389312978,False,Budget,0,10.4,6.2,False
55000000,1800,3,3,Apartment,Semi-Furnished,19.14114189,72.82420349,Andheri,3.9715331915279433,0.3664533130336566,3.0912637726040115,0.3665299673219984,0.9996832888743908,4.443782058086487,162.5668449197861,21484.96043280826,88.75111633023062,2100000.0,137.51065900445627,64.52961364268324,106.66356577570286,30555.555555555555,False,Luxury,1,40.3,22.2,False
9200000,1100,2,2,Apartment,Unfurnished,18.96593475,73.02146149,Ulwe,4.899687522077629,0.8969399993201186,15.432230817964143,0.5611527786435162,1.6118243620886212,6.858609033440849,215.3846153846154,2125.2087458638107,84.59502548343538,520000.0,109.08735653746574,56.97570813859889,83.27380534382911,8363.636363636364,False,Mid-Range,0,19.9,-3.8,False
8500000,900,2,2,Apartment,Semi-Furnished,19.25943756,73.12046814,Kalyan,1.2288150680116146,1.1408515226150775,7.784428239516578,0.2519218301433556,1.1592035889719894,3.8954819891430863,106.3063063063063,11746.912285336675,89.18791964568298,2400000.0,132.04620636084672,64.00895924403717,100.76736925935444,9444.444444444443,False,Mid-Range,1,37.0,30.7,False
10200000,1062,2,2,Apartment,Semi-Furnished,19.29721451,72.87187958,Mira Road,2.417129326836712,1.1200828637921385,7.77398869645,1.337805865944652,1.7357979087113626,1.709071655280994,106.3063063063063,10357.57891330218,89.18005559953488,2400000.0,118.4575305650906,56.29212691571865,90.61166842616964,9604.5197740113,False,Mid-Range,0,16.9,-1.8,False
7100000,985,2,2,Apartment,Semi-Furnished,19.2626152,73.14559937,Kalyan,2.10311388407457,2.5772772176095824,10.128796338403133,0.6406457864395013,1.8595790606651688,4.823020429102058,106.3063063063063,10543.547999121738,89.62056492152477,2400000.0,137.16128429675408,60.188486296624006,92.88882815522452,7208.121827411168,False,Mid-Range,0,15.6,-0.2,False
28000000,846,2,3,Apartment,Semi-Furnished,19.18372345,72.86148071,Malad,1.1678145451013928,1.5945445046878726,6.444453646763778,1.5228851884388586,2.4433354658254043,1.9346772963423209,162.5668449197861,23364.949052239328,87.79813540473401,2100000.0,126.04055200038448,59.85430605892908,95.7837385152198,33096.92671394799,False,Luxury,0,16.0,78.8,False
8500000,1000,2,2,Apartment,Unfurnished,19.04730034,73.06990051,Taloja,1.466959994654073,1.4351415010062678,12.646139385498952,1.6522884115931988,2.160130767560451,6.169894243780465,215.3846153846154,1624.380163781425,82.88666303018678,520000.0,117.42838513265012,46.41472898149289,89.02589774159762,8500.0,False,Mid-Range,0,11.9,53.3,False
9900000,1000,2,2,Apartment,Unfurnished,19.08944893,73.07676697,Kharghar,2.096257838014062,0.4014258924601022,10.700839655395896,0.3572356806565341,3.2385532804234565,8.397638563918575,215.3846153846154,1650.5856028520966,82.21764754008795,520000.0,104.58289240937675,55.09149017577042,83.37407776151976,9900.0,False,Mid-Range,1,33.5,0.1,False
10000000,750,2,2,Apartment,Unfurnished,18.9363308,73.18986511,Panvel,4.604778369740917,1.9903296738245595,3.694491838797103,0.908973812788844,3.301330194899522,0.7800049072762386,215.3846153846154,2146.479286972089,81.70457261036712,520000.0,106.31417270720635,60.61181546960341,96.15217648445676,13333.333333333334,False,Mid-Range,0,18.8,56.2,False
5000000,780,1,1,Apartment,Unfurnished,18.98917961,73.11742401,Panvel,2.8616760000529404,1.5283597544495693,5.409605397793549,0.9781046735029756,3.935125973158226,3.929248648150578,215.3846153846154,1878.2606886437688,82.72838886076744,520000.0,127.17269849360832,52.46353920751672,87.19793885211142,6410.25641025641,False,Budget,0,12.1,-24.9,False
3500000,658,1,1,Apartment,Unfurnished,19.07429886,73.11659241,Taloja,0.3288815701849353,3.665931822181116,10.804717993753234,1.0942316837038664,1.3587199802866257,9.05639308996885,215.3846153846154,1920.9479075420816,82.78119805575052,520000.0,103.93060141611166,54.63482159200712,96.81261425467984,5319.148936170212,False,Budget,0,26.6,-4.1,False
5400000,780,1,1,Apartment,Unfurnished,18.93676376,73.18147278,Panvel,4.9555423163952685,1.2232788854501402,3.864231944618193,0.6799804809437133,3.898694398705594,0.1948746943584559,215.3846153846154,1751.409570555206,81.79444665167568,520000.0,130.5424580473692,60.939875624613634,95.57138418527626,6923.076923076923,False,Budget,0,41.6,-18.9,False
17600000,950,2,2,Apartment,Semi-Furnished,19.20872879,72.87319946,Kandivali,3.027819123586436,0.9116362624973918,5.477254069461568,0.6922880237278104,3.871508342663454,3.613195840596132,162.5668449197861,21683.96225293342,90.73076318120798,2100000.0,126.08874119884268,64.72375626676981,113.29924277304492,18526.315789473683,False,Premium,0,18.0,-6.2,False
3500000,700,1,1,Apartment,Unfurnished,19.07828712,73.07828522,Koper Khairane,2.4602658304122675,1.5406857679193566,11.36283760774098,0.7128894703905864,2.215136837289076,8.24556135254667,215.3846153846154,2012.3059412364976,84.50668980209998,520000.0,114.2347542225028,53.08391736238186,83.96089033406396,5000.0,False,Budget,0,14.6,-64.8,False
26500000,950,2,2,Apartment,Unfurnished,19.21030617,72.86837769,Kandivali,2.7578316671350755,0.7754860298839353,6.0130276060120265,1.0805389113782171,3.660811534438395,3.317287982497547,162.5668449197861,19435.45538015964,88.55358989130448,2100000.0,126.46883115984684,58.03798895034193,105.30688519393158,27894.736842105263,False,Luxury,0,16.2,41.3,False
16500000,850,2,2,Apartment,Unfurnished,19.21281815,72.86901855,Kandivali,3.0074695279667907,0.8002926242763041,6.051400311418468,1.0663185040883625,3.880027953052754,3.555638804868395,162.5668449197861,19715.6185180242,89.14240403678212,2100000.0,137.84733437582395,57.19649163175213,111.5838436895318,19411.76470588236,False,Premium,0,15.5,-1.7,False
3599000,700,1,2,Apartment,Unfurnished,19.20701027,73.18536377,Ambernath,3.788240472208853,1.571650715430563,7.740215567986161,0.8636752944203664,5.746155783282321,4.284075384961865,106.3063063063063,12622.525549826398,86.13312261754886,2400000.0,112.15263939580171,62.03021894990931,100.1392686119862,5141.428571428572,False,Budget,0,10.9,32.4,False
2748000,700,1,2,Apartment,Unfurnished,19.19906807,73.19509888,Ambernath,3.112907464383767,2.5421432387395013,6.613295111396321,0.3382472145320247,4.395716306378076,5.55771980504234,106.3063063063063,9891.308324491183,89.03688738662832,2400000.0,139.69750523768388,59.3980932766199,93.8994632285234,3925.714285714286,False,Budget,1,20.0,1.1,False
11500000,1100,2,2,Apartment,Furnished,19.06352615,73.05749512,Kharghar,0.8245236033408119,2.309414168437209,10.468847008004635,0.8845208101691553,3.001233943857257,5.938847182736469,215.3846153846154,1734.3344873487338,83.29044659047055,520000.0,105.69531386710138,47.30906608204087,100.98070463517011,10454.545454545454,False,Mid-Range,0,16.5,5.7,False
11500000,1100,2,2,Apartment,Unfurnished,19.06352615,73.05749512,Kharghar,0.8245236033408119,2.309414168437209,10.468847008004635,0.8845208101691553,3.001233943857257,5.938847182736469,215.3846153846154,2053.629200186118,84.77002375094142,520000.0,130.10514751813128,48.36503541023141,92.31663983644242,10454.545454545454,False,Mid-Range,0,16.5,5.7,False
37000000,1010,3,3,Apartment,Unfurnished,19.02209282,72.86715698,Wadala,2.392170979648209,0.2470162922127327,9.160907863292731,0.997643851495956,1.507375956109779,7.224434132681122,306.4516129032258,26327.878238090845,91.99943324290456,850000.0,138.0595037171868,61.211150108132856,119.23145084869068,36633.66336633663,False,Luxury,0,32.8,27.4,False
4500000,750,1,2,Apartment,Semi-Furnished,19.45196724,72.80718231,Virar,4.431588707775668,1.3587131835978592,4.501073947561896,1.845070994438769,1.5548279635890885,4.967889109040431,143.81270903010034,1228.6645813796806,79.90073924566798,550000.0,103.51000240939648,52.80634063481067,90.66457673947993,6000.0,False,Budget,0,11.1,12.5,False
10700000,850,2,2,Apartment,Unfurnished,19.24264526,72.97179413,Thane,5.353628940505359,2.5801665120606416,3.397617240422902,0.8450122791694211,3.7421473574188617,7.884549662659969,106.3063063063063,12645.854467338222,89.60476666091895,2400000.0,115.90147803904613,65.58747034409595,106.30151757164715,12588.235294117649,False,Mid-Range,0,9.8,-8.9,False
12400000,950,2,2,Apartment,Furnished,19.23759651,72.97093201,Thane,5.203690916931047,3.1408672116205265,2.9612865618518107,0.6553716391221409,3.2000368367154697,8.441416463438856,106.3063063063063,11114.108289522404,87.1224827004143,2400000.0,134.85597721562874,60.89932290816023,92.69368780465804,13052.631578947368,False,Premium,0,12.1,-5.5,False
26500000,1650,4,3,Apartment,Unfurnished,19.23395538,72.98749542,Thane,3.4468798651597714,1.8627838258216167,3.058259778483724,0.77740632800139,4.050385229633858,9.075457289302609,106.3063063063063,10154.170191017323,88.01083109751136,2400000.0,137.40582183744286,60.29599336725368,93.59405550779849,16060.60606060606,False,Luxury,0,12.4,16.3,False
6800000,600,1,2,Apartment,Unfurnished,19.1570015,72.93418884,Bhandup,1.1922283643100018,1.424432153263549,4.081117554424108,0.7807761442329358,2.2204211965747858,4.929645371479055,162.5668449197861,21207.41212189941,89.12165146375744,2100000.0,141.66074948972988,69.28976712608922,95.67790766739238,11333.333333333334,False,Budget,0,19.3,-22.3,False
6900000,600,1,2,Apartment,Unfurnished,19.1570015,72.93418884,Bhandup,1.1922283643100018,1.424432153263549,4.081117554424108,0.7807761442329358,2.2204211965747858,4.929645371479055,162.5668449197861,23911.092740936685,88.71894254515261,2100000.0,123.99785452262866,67.57048541070523,111.63372056280588,11500.0,False,Mid-Range,0,19.3,-21.1,False
7600000,800,1,2,Apartment,Unfurnished,19.15924072,72.93253326,Bhandup,1.3116798660335758,1.7233018440952157,3.791734851817352,0.5085613053431625,2.045287870638435,4.774128256086942,162.5668449197861,19012.32230828812,88.01095218791764,2100000.0,124.87750426860968,57.34258718249923,112.8485178850734,9500.0,False,Mid-Range,0,22.6,-34.8,False
7800000,800,2,2,Apartment,Unfurnished,19.15924072,72.93253326,Bhandup,1.3116798660335758,1.7233018440952157,3.791734851817352,0.5085613053431625,2.045287870638435,4.774128256086942,162.5668449197861,21062.359782301584,91.0742374962874,2100000.0,152.59647529823675,64.92131442516789,110.82628115283164,9750.0,False,Mid-Range,0,22.6,-33.1,False
8000000,800,2,2,Apartment,Unfurnished,19.15924072,72.93253326,Bhandup,1.3116798660335758,1.7233018440952157,3.791734851817352,0.5085613053431625,2.045287870638435,4.774128256086942,162.5668449197861,20015.86505165212,90.2255793915054,2100000.0,131.7331124737764,64.40168876880945,112.27717087185334,10000.0,False,Mid-Range,0,22.6,-31.4,False
16000000,1100,2,2,Apartment,Unfurnished,19.17701149,72.94730377,Mulund,0.1558426769874132,2.068733972709439,3.111832360152594,1.90392732695169,0.7499062977000259,6.760989301773848,162.5668449197861,22699.26967323027,88.56756584770163,2100000.0,137.30194919953598,64.11698766842215,108.13035379462752,14545.454545454546,False,Premium,0,44.7,-26.3,False
10000000,680,1,2,Apartment,Unfurnished,19.17701149,72.94730377,Mulund,0.1558426769874132,2.068733972709439,3.111832360152594,1.90392732695169,0.7499062977000259,6.760989301773848,162.5668449197861,22908.058864524268,87.86972370749348,2100000.0,141.91902958863014,56.518475620250506,101.07917412136084,14705.882352941177,False,Mid-Range,0,44.7,-25.5,False
15000000,1000,2,2,Apartment,Unfurnished,19.17726326,72.94264221,Nahur,0.3643466039680561,1.9116904805855617,2.693094240844124,1.4956935962799731,0.2831056483042045,6.318051678366558,162.5668449197861,20524.72743490396,87.99398006434211,2100000.0,144.4469705945319,71.36592926171359,103.90768480243165,15000.0,False,Premium,0,43.9,-11.2,False
9500000,650,1,2,Apartment,Unfurnished,19.17726326,72.94264221,Nahur,0.3643466039680561,1.9116904805855617,2.693094240844124,1.4956935962799731,0.2831056483042045,6.318051678366558,162.5668449197861,19135.97174996432,88.60574560546152,2100000.0,126.28338892722488,70.84239826473394,107.77753738873815,14615.384615384615,False,Mid-Range,0,43.9,-13.5,False
9000000,650,1,2,Apartment,Unfurnished,19.207407,72.87836456,Kandivali,3.40742020051192,0.8855120523518656,4.917508571412389,0.4655470213465252,3.3553362703873724,4.00495518766197,162.5668449197861,18272.663600071788,87.69617391546204,2100000.0,126.28963718244856,71.43063319623884,108.98381299048104,13846.153846153846,False,Mid-Range,1,22.3,-29.9,False
11000000,715,1,1,Apartment,Unfurnished,19.21244431,72.86897278,Kandivali,2.973389221517302,0.7969562598290033,6.0400168413253965,1.0663564561451084,3.8509872306980073,3.5234867860941663,162.5668449197861,19101.484065849538,88.08058745582808,2100000.0,150.36187620921507,64.53411312288935,103.06232017835848,15384.615384615385,False,Mid-Range,0,15.6,-22.1,False
7000000,750,1,2,Apartment,Unfurnished,19.29112434,72.8723526,Mira Road,1.95039639081526,1.525795783262568,7.307879318371725,1.2382104686873043,1.9696709602591471,1.704403011683796,106.3063063063063,11097.864329495304,86.12145854243394,2400000.0,138.07805140451092,62.58038264512663,96.27119586385744,9333.333333333334,False,Mid-Range,0,15.9,-4.6,False
29500000,1150,2,2,Apartment,Unfurnished,19.21658516,72.86559296,Borivali,3.127943172865479,0.6301165437240929,6.549036080866354,1.2877598046849417,3.889655798490273,3.628332770574552,162.5668449197861,19566.125355815107,89.40011819028136,2100000.0,132.72274420820267,58.02623831540017,98.17135905017392,25652.17391304348,False,Luxury,0,16.3,20.2,False
7300000,850,2,2,Apartment,Unfurnished,19.29603195,72.86982727,Mira Road,2.185900394539427,1.3720583837019005,7.853939439267942,1.589505220202329,1.5421100215975538,1.4672443247329134,106.3063063063063,11216.453562327992,87.41123229658626,2400000.0,135.3210889265793,52.11418399806101,89.4487969558542,8588.235294117647,False,Mid-Range,0,16.4,-12.2,False
4200000,490,1,1,Apartment,Unfurnished,19.08660126,73.07303619,Kharghar,1.69370287844796,0.5365269679043909,10.46376956424081,0.5719763334500391,3.280524921952393,7.92712338211175,215.3846153846154,1743.6086700472692,84.81649965214017,520000.0,118.2705336553429,47.08755278515744,91.73863816394268,8571.42857142857,False,Budget,0,25.1,-13.4,False
3600000,657,1,2,Apartment,Semi-Furnished,19.06855965,73.08152008,Kharghar,2.127921485595068,1.02262916322034,12.188098738391226,0.4012517823112106,1.085206034086861,8.438458495107556,215.3846153846154,1623.2143612867878,84.85088503546326,520000.0,124.57051338731688,53.38578231697684,84.84465542623565,5479.45205479452,False,Budget,1,27.1,-44.6,False
7300000,750,1,2,Apartment,Unfurnished,19.28165245,72.88603973,Mira Road,2.922536780352265,1.7381136565570017,5.526977010384008,0.5839421498552344,2.496408669979949,3.372010488038121,106.3063063063063,9873.79885377277,87.97723702956552,2400000.0,137.13850576755897,51.53980475844626,103.06312725406936,9733.333333333334,False,Mid-Range,0,17.3,-0.5,False
13500000,1125,2,2,Apartment,Unfurnished,19.04068375,73.07875824,Kharghar,2.5860805812734333,1.6797990006810657,11.62247919940379,0.9996111556835384,1.8093559249963809,5.339982158501994,215.3846153846154,1817.811689513628,81.8488324781863,520000.0,107.26017960704816,52.60750764881518,98.14126050356889,12000.0,False,Premium,0,12.7,21.3,False
11000000,980,2,2,Apartment,Unfurnished,19.21817207,72.98071289,Thane,3.825048896081241,1.2841614034000637,3.393499847917694,0.3862530195578899,2.1906864031203708,10.679895863190396,106.3063063063063,10421.903071409017,89.36225443242525,2400000.0,135.10211561994993,60.193241103104384,100.64623322239537,11224.489795918367,False,Mid-Range,1,22.7,-18.7,False
